City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,2020-06-26,9.59,28.44,6.38,7.91,14.35,10.35,0.34,8.2,22.66,1.09,8.42,0.24,42.0,Good
Kolkata,2020-06-27,7.89,24.73,5.24,9.25,14.52,8.39,0.35,5.73,23.14,1.68,11.31,0.24,37.0,Good
Kolkata,2020-06-28,10.58,25.56,5.94,12.63,18.62,6.92,0.38,5.92,27.76,1.32,11.07,0.34,43.0,Good
Kolkata,2020-06-29,14.53,32.4,5.42,15.98,21.45,7.59,0.45,7.01,30.64,3.18,9.78,0.34,48.0,Good
Kolkata,2020-06-30,14.0,35.85,6.25,12.29,18.12,9.64,0.37,5.66,24.59,2.46,10.75,0.27,47.0,Good
Kolkata,2020-07-01,10.53,31.58,6.25,10.01,16.29,12.87,0.3,4.32,15.52,1.82,10.25,0.18,45.0,Good
Mumbai,2015-01-01,23.744999999999997,77.88,25.34,21.46,27.38,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-02,23.744999999999997,77.88,25.34,21.46,26.2,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-03,23.744999999999997,77.88,25.34,21.46,26.04,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-04,23.744999999999997,77.88,25.34,21.46,25.97,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-05,23.744999999999997,77.88,25.34,21.46,25.18,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-06,23.744999999999997,77.88,25.34,21.46,26.41,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-07,23.744999999999997,77.88,25.34,21.46,27.08,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-08,23.744999999999997,77.88,25.34,21.46,27.48,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-09,23.744999999999997,77.88,25.34,21.46,27.22,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-10,23.744999999999997,77.88,25.34,21.46,28.03,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-11,23.744999999999997,77.88,25.34,21.46,27.57,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-12,23.744999999999997,77.88,25.34,21.46,28.44,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-13,23.744999999999997,77.88,25.34,21.46,29.15,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-14,23.744999999999997,77.88,25.34,21.46,28.59,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-15,23.744999999999997,77.88,25.34,21.46,27.83,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-16,23.744999999999997,77.88,25.34,21.46,27.1,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-17,23.744999999999997,77.88,25.34,21.46,27.21,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-18,23.744999999999997,77.88,25.34,21.46,27.89,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-19,23.744999999999997,77.88,25.34,21.46,26.78,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-20,23.744999999999997,77.88,25.34,21.46,25.39,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-21,23.744999999999997,77.88,25.34,21.46,25.04,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-22,23.744999999999997,77.88,25.34,21.46,24.28,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-23,23.744999999999997,77.88,25.34,21.46,26.51,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-24,23.744999999999997,77.88,25.34,21.46,26.59,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-25,23.744999999999997,77.88,25.34,21.46,26.27,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-26,23.744999999999997,77.88,25.34,21.46,26.86,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-27,23.744999999999997,77.88,25.34,21.46,27.26,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-28,23.744999999999997,77.88,25.34,21.46,26.45,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-29,23.744999999999997,77.88,25.34,21.46,26.3,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-30,23.744999999999997,77.88,25.34,21.46,25.64,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-01-31,23.744999999999997,77.88,25.34,21.46,27.34,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-01,23.744999999999997,77.88,25.34,21.46,27.25,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-02,23.744999999999997,77.88,25.34,21.46,26.0,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-03,23.744999999999997,77.88,25.34,21.46,28.16,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-04,23.744999999999997,77.88,25.34,21.46,29.13,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-05,23.744999999999997,77.88,25.34,21.46,28.98,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-06,23.744999999999997,77.88,25.34,21.46,28.69,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-07,23.744999999999997,77.88,25.34,21.46,27.46,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-08,23.744999999999997,77.88,25.34,21.46,26.77,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-09,23.744999999999997,77.88,25.34,21.46,28.25,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-10,23.744999999999997,77.88,25.34,21.46,28.48,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-11,23.744999999999997,77.88,25.34,21.46,27.56,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-12,23.744999999999997,77.88,25.34,21.46,27.86,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-13,23.744999999999997,77.88,25.34,21.46,28.0,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-14,23.744999999999997,77.88,25.34,21.46,28.2,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-15,23.744999999999997,77.88,25.34,21.46,25.99,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-16,23.744999999999997,77.88,25.34,21.46,25.47,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-17,23.744999999999997,77.88,25.34,21.46,26.31,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-18,23.744999999999997,77.88,25.34,21.46,25.14,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-19,23.744999999999997,77.88,25.34,21.46,25.22,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-20,23.744999999999997,77.88,25.34,21.46,25.44,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-21,23.744999999999997,77.88,25.34,21.46,26.82,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-22,23.744999999999997,77.88,25.34,21.46,27.54,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-23,23.744999999999997,77.88,25.34,21.46,29.02,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-24,23.744999999999997,77.88,25.34,21.46,26.68,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-25,23.744999999999997,77.88,25.34,21.46,26.41,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-26,23.744999999999997,77.88,25.34,21.46,26.85,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-27,23.744999999999997,77.88,25.34,21.46,26.84,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-02-28,23.744999999999997,77.88,25.34,21.46,25.4,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-01,23.744999999999997,77.88,25.34,21.46,24.76,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-02,23.744999999999997,77.88,25.34,21.46,27.32,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-03,23.744999999999997,77.88,25.34,21.46,27.16,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-04,23.744999999999997,77.88,25.34,21.46,27.37,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-05,23.744999999999997,77.88,25.34,21.46,28.75,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-06,23.744999999999997,77.88,25.34,21.46,30.51,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-07,23.744999999999997,77.88,25.34,21.46,27.12,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-08,23.744999999999997,77.88,25.34,21.46,27.07,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-09,23.744999999999997,77.88,25.34,21.46,44.83,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-15,23.744999999999997,77.88,25.34,21.46,68.31,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-16,23.744999999999997,77.88,25.34,21.46,77.33,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-23,23.744999999999997,77.88,25.34,21.46,69.39,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-26,23.744999999999997,77.88,25.34,21.46,75.96,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-27,23.744999999999997,77.88,25.34,21.46,68.16,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-28,23.744999999999997,77.88,25.34,21.46,50.92,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-03-29,23.744999999999997,77.88,25.34,21.46,74.38,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-03,23.744999999999997,77.88,25.34,21.46,73.5,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-05,23.744999999999997,77.88,25.34,21.46,65.24,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-06,23.744999999999997,77.88,25.34,21.46,74.24,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-09,23.744999999999997,77.88,25.34,21.46,53.0,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-10,23.744999999999997,77.88,25.34,21.46,62.0,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-11,23.744999999999997,77.88,25.34,21.46,41.87,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-12,23.744999999999997,77.88,25.34,21.46,57.21,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-13,23.744999999999997,77.88,25.34,21.46,66.13,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-14,23.744999999999997,77.88,25.34,21.46,68.25,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-15,23.744999999999997,77.88,25.34,21.46,14.12,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-16,23.744999999999997,77.88,25.34,21.46,25.34,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-17,23.744999999999997,77.88,25.34,21.46,25.7,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-18,23.744999999999997,77.88,25.34,21.46,25.61,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-19,23.744999999999997,77.88,25.34,21.46,25.61,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-20,23.744999999999997,77.88,25.34,21.46,30.29,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-21,23.744999999999997,77.88,25.34,21.46,28.14,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-22,23.744999999999997,77.88,25.34,21.46,28.16,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-23,23.744999999999997,77.88,25.34,21.46,28.19,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-24,23.744999999999997,77.88,25.34,21.46,28.13,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-25,23.744999999999997,77.88,25.34,21.46,28.24,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-26,23.744999999999997,77.88,25.34,21.46,44.42,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-27,23.744999999999997,77.88,25.34,21.46,66.93,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-28,23.744999999999997,77.88,25.34,21.46,28.93,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-29,23.744999999999997,77.88,25.34,21.46,28.81,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-04-30,23.744999999999997,77.88,25.34,21.46,28.97,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-01,23.744999999999997,77.88,25.34,21.46,29.45,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-02,23.744999999999997,77.88,25.34,21.46,31.07,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-03,23.744999999999997,77.88,25.34,21.46,33.46,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-04,23.744999999999997,77.88,25.34,21.46,31.89,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-05,23.744999999999997,77.88,25.34,21.46,27.97,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-06,23.744999999999997,77.88,25.34,21.46,28.01,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-07,23.744999999999997,77.88,25.34,21.46,46.54,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-08,23.744999999999997,77.88,25.34,21.46,27.7,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-09,23.744999999999997,77.88,25.34,21.46,27.83,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-10,23.744999999999997,77.88,25.34,21.46,27.91,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-11,23.744999999999997,77.88,25.34,21.46,27.9,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-12,23.744999999999997,77.88,25.34,21.46,27.98,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-13,23.744999999999997,77.88,25.34,21.46,25.47,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-14,23.744999999999997,77.88,25.34,21.46,23.08,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-15,23.744999999999997,77.88,25.34,21.46,23.12,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-16,23.744999999999997,77.88,25.34,21.46,23.14,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-17,23.744999999999997,77.88,25.34,21.46,23.28,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-18,23.744999999999997,77.88,25.34,21.46,23.2,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-19,23.744999999999997,77.88,25.34,21.46,23.14,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-20,23.744999999999997,77.88,25.34,21.46,23.11,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-21,23.744999999999997,77.88,25.34,21.46,23.22,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-22,23.744999999999997,77.88,25.34,21.46,23.37,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-23,23.744999999999997,77.88,25.34,21.46,23.46,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-24,23.744999999999997,77.88,25.34,21.46,23.55,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-25,23.744999999999997,77.88,25.34,21.46,23.41,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-26,23.744999999999997,77.88,25.34,21.46,23.46,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-27,23.744999999999997,77.88,25.34,21.46,23.5,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-28,23.744999999999997,77.88,25.34,21.46,23.57,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-29,23.744999999999997,77.88,25.34,21.46,23.5,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-30,23.744999999999997,77.88,25.34,21.46,23.51,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-05-31,23.744999999999997,77.88,25.34,21.46,23.78,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-01,23.744999999999997,77.88,25.34,21.46,23.69,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-02,23.744999999999997,77.88,25.34,21.46,41.01,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-03,23.744999999999997,77.88,25.34,21.46,57.53,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-04,23.744999999999997,77.88,25.34,21.46,23.38,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-05,23.744999999999997,77.88,25.34,21.46,30.52,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-06,23.744999999999997,77.88,25.34,21.46,23.05,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-07,23.744999999999997,77.88,25.34,21.46,23.35,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-08,23.744999999999997,77.88,25.34,21.46,22.96,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-09,23.744999999999997,77.88,25.34,21.46,23.0,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-10,23.744999999999997,77.88,25.34,21.46,23.06,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-11,23.744999999999997,77.88,25.34,21.46,23.02,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-12,23.744999999999997,77.88,25.34,21.46,22.96,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-13,23.744999999999997,77.88,25.34,21.46,23.01,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-14,23.744999999999997,77.88,25.34,21.46,23.04,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-15,23.744999999999997,77.88,25.34,21.46,23.0,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-16,23.744999999999997,77.88,25.34,21.46,23.0,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-17,23.744999999999997,77.88,25.34,21.46,24.84,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-18,23.744999999999997,77.88,25.34,21.46,23.16,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-19,23.744999999999997,77.88,25.34,21.46,23.24,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-20,23.744999999999997,77.88,25.34,21.46,16.77,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-21,23.744999999999997,77.88,25.34,21.46,18.88,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-22,23.744999999999997,77.88,25.34,21.46,18.87,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-23,23.744999999999997,77.88,25.34,21.46,18.87,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-24,23.744999999999997,77.88,25.34,21.46,18.85,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-25,23.744999999999997,77.88,25.34,21.46,18.95,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-26,23.744999999999997,77.88,25.34,21.46,18.98,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-27,23.744999999999997,77.88,25.34,21.46,18.97,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-28,23.744999999999997,77.88,25.34,21.46,19.04,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-29,23.744999999999997,77.88,25.34,21.46,19.02,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-06-30,23.744999999999997,77.88,25.34,21.46,19.04,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-01,23.744999999999997,77.88,25.34,21.46,19.03,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-02,23.744999999999997,77.88,25.34,21.46,19.02,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-03,23.744999999999997,77.88,25.34,21.46,19.05,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-04,23.744999999999997,77.88,25.34,21.46,19.11,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-05,23.744999999999997,77.88,25.34,21.46,19.25,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-06,23.744999999999997,77.88,25.34,21.46,19.22,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-07,23.744999999999997,77.88,25.34,21.46,19.25,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-08,23.744999999999997,77.88,25.34,21.46,19.24,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-09,23.744999999999997,77.88,25.34,21.46,19.24,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-10,23.744999999999997,77.88,25.34,21.46,19.27,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-11,23.744999999999997,77.88,25.34,21.46,19.28,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-12,23.744999999999997,77.88,25.34,21.46,19.39,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-13,23.744999999999997,77.88,25.34,21.46,19.31,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-14,23.744999999999997,77.88,25.34,21.46,19.26,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-15,23.744999999999997,77.88,25.34,21.46,19.3,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
Mumbai,2015-07-16,23.744999999999997,77.88,25.34,21.46,19.41,13.97,0.0,12.67,29.62,0.0,0.0,0.0,91.0,Satisfactory
